reduction	51
predecessor	51
massacre	51
invention	51
outcome	51
check	51
angeles	51
percentage	51
temporary	51
expensive	51
descendant	51
formulum	51
czech	51
combined	51
novelist	51
jews	51
evolution	51
attribution	51
vii	51
statistics	51
undertake	51
assistant	51
export	51
tomb	51
really	51
fleet	51
distant	51
plane	51
vice	51
expert	51
tone	51
jerusalem	51
mechanical	51
educational	50
similarity	50
heir	50
suppress	50
vital	50
ethnic	50
monastery	50
tony	50
proclaim	50
hugh	50
exposure	50
equally	50
electronic	50
victor	50
jacques	50
sentence	50
flag	50
flower	50
massachusetts	50
del	50
systematic	50
donald	50
sector	50
fresh	50
ruling	50
demonstration	50
artistic	50
belgian	50
confusion	50
perspective	50
hans	50
register	50
sciences	50
syria	50
sexual	50
suicide	50
glass	50
inherit	50
confuse	50
marie	50
pianist	50
allen	50
organisation	50
documentary	50
labour	50
feed	50
sacrifice	50
disappear	50
martial	50
cease	50
colonel	50
latest	50
summary	50
manual	50
parliament	50
dollar	50
boston	49
combat	49
charter	49
crash	49
childhood	49
theater	49
trap	49
manufacture	49
trust	49
nicholas	49
warn	49
norman	49
considerably	49
profile	49
wales	49
opera	49
reflection	49
chronicle	49
bomb	49
blow	49
erect	49
import	49
chris	49
deeply	49
guest	49
guitarist	49
gate	49
mediterranean	49
carbon	49
properly	49
pakistan	49
fictional	49
literally	49
door	49
anderson	49
friendship	49
strip	49
moreover	49
accident	48
draft	48
linear	48
otto	48
tim	48
consideration	48
depth	48
enormous	48
wing	48
artificial	48
residence	48
bass	48
facilitate	48
migration	48
observer	48
adaptation	48
violence	48
wilhelm	48
hotel	48
gulf	48
speculate	48
davis	48
firm	48
namely	48
colonial	48
ottoman	48
recall	48
conceive	48
foster	48
independently	48
marshall	48
estonian	48
fruit	48
magnitude	48
musician	48
devote	48
expense	48
tendency	48
poland	48
remains	48
yellow	48
sword	47
alive	47
morning	47
donate	47
inhabit	47
aside	47
dimension	47
archbishop	47
sharp	47
easier	47
ben	47
commentary	47
portrait	47
hungary	47
visitor	47
dialect	47
harry	47
architecture	47
ali	47
kong	47
frequency	47
giant	47
declaration	47
denmark	47
jan	47
restoration	47
exploit	47
fortune	47
layer	47
moscow	47
inscription	47
fairly	47
headquarters	47
valuable	47
cape	46
educate	46
ensue	46
remainder	46
situate	46
consumer	46
renaissance	46
bernard	46
liquid	46
traffic	46
worship	46
simultaneously	46
autumn	46
les	46
ongoing	46
assault	46
iraq	46
heaven	46
uncle	46
santa	46
bible	46
games	46
consequently	46
sole	46
bottom	46
manufacturing	46
blind	46
grandson	46
gray	46
belgium	46
motor	46
wealthy	46
exploration	46
ill	46
floor	46
underground	46
fair	46
household	46
winner	46
message	46
prayer	46
anne	46
photograph	46
cricketer	46
footballer	46
meanwhile	46
gordon	46
assemble	46
intervention	46
beat	46
spot	45
spell	45
strict	45
readily	45
waste	45
extra	45
cook	45
axis	45
jackson	45
string	45
highlight	45
metropolitan	45
calculation	45
spectrum	45
reside	45
trouble	45
neutral	45
sail	45
worth	45
involvement	45
hang	45
rural	45
indigenous	45
specify	45
software	45
celebration	45
proof	45
revive	45
trigger	45
prevail	45
walker	45
herbert	45
illinois	45
prison	45
rose	45
longest	45
calendar	45
wright	45
entrance	45
julian	45
borrow	45
ian	45
sex	45
mayor	45
switzerland	45
evil	45
atomic	45
modification	45
processing	45
frame	45
examination	45
manufacturer	45
jesus	45
utilize	45
approval	45
usual	45
steel	45
mobile	45
seal	45
abroad	45
craft	45
supplies	45
recovery	45
embrace	45
finance	44
beauty	44
option	44
compile	44
tourist	44
beach	44
regulation	44
ordinary	44
sink	44
substitute	44
reliable	44
advise	44
molecular	44
interested	44
framework	44
finding	44
execution	44
ready	44
structural	44
accurate	44
vladimir	44
assumption	44
northeast	44
spite	44
chess	44
finnish	44
mystery	44
loyalty	44
juan	44
transmit	44
extended	44
convince	44
gene	44
mirror	44
paint	44
thin	44
switch	44
reinforce	44
rain	44
hunt	44
strategic	44
delta	44
seed	44
density	44
sam	44
regulate	44
separation	44
patient	44
acceptance	44
abstract	44
crucial	44
democracy	44
brain	44
row	44
widow	44
archaeological	44
lion	44
wider	44
unlikely	44
precise	44
solely	44
geographic	44
logical	44
corner	44
specialize	44
funeral	44
cooperation	44
electrical	44
welsh	44
shall	44
christ	44
alternate	44
initiative	44
barbara	43
pose	43
straight	43
expel	43
shield	43
limitation	43
talent	43
filipino	43
dancer	43
input	43
shore	43
partial	43
uniform	43
dismiss	43
ann	43
runner	43
domain	43
illustrator	43
jacob	43
rescue	43
screen	43
inventor	43
anna	43
islam	43
distinctive	43
mental	43
douglas	43
virtue	43
everyone	43
birthday	43
organic	43
presentation	43
organ	43
identification	43
fast	43
negotiation	43
database	43
vienna	43
shell	43
champion	43
patent	43
deputy	43
infrastructure	43
carolina	43
riot	43
passenger	43
guy	43
schedule	43
elite	43
consume	43
objective	43
dance	43
margaret	43
swimmer	43
satisfy	43
capability	43
reprint	43
sponsor	43
score	43
thirty	43
significance	43
colour	43
copper	43
tip	43
mutual	43
roy	43
feeling	43
strengthen	43
pick	43
carrier	43
unclear	43
dan	43
aware	43
inspiration	43
weigh	43
songwriter	42
sri	42
philippines	42
wrong	42
hide	42
children	42
mere	42
entertainment	42
folk	42
landing	42
mineral	42
